year,Base case cost,Modeled residential energy efficiency
2017,327972.589571,323262.605047
2018,400487.536899,385680.961268
2019,508143.801162,480265.779716
2020,555881.842267,520991.192517
2021,598616.016779,558588.063861
2022,634958.504952,590663.917857
2023,652911.68688,605220.334489
2024,678225.719668,627672.077228
2025,696475.848722,642589.791608
2026,730260.197736,672738.162287
2027,748807.273916,688014.193328
2028,777300.105582,713600.2024
2029,797714.464165,730634.736251
2030,823833.73869,754238.955286
2031,860067.901497,786981.802491
2032,882745.471983,806194.987769
2033,921663.52179,841507.645428
2034,961323.939414,877588.353717
2035,978017.115924,891563.432451
2036,1018667.3573,928683.538416
