year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,266182.22,12282.93,159766.55,94330.01
2018,267117.57,12285.89,159766.55,94330.01
2019,267974.96,12288.72,159766.55,96120.91
2020,268832.36,12291.6,159766.55,96120.91
2021,269689.75,12294.42,159766.55,97911.81
2022,270469.2,12297.08,159766.55,99702.71
2023,271248.65,12299.67,159766.55,99702.71
2024,272028.1,12302.22,159766.55,101493.61
2025,272885.5,12304.86,159766.55,101493.61
2026,273664.95,12307.57,159766.55,103284.51
2027,274522.34,12310.41,159766.55,103284.51
2028,275379.74,12313.34,159766.55,105075.41
2029,276159.19,12315.84,159766.55,105075.41
2030,276938.64,12318.38,159766.55,106866.31
2031,277796.03,12321.08,159766.55,108657.21
2032,278731.37,,,108657.21
2033,279666.71,,,110448.11
2034,280680.0,,,112239.01
2035,281615.34,,,112239.01
2036,282472.73,,,114029.91
