year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,52448.12,682203.18,402789.16,-7945.3,-162064.77,-74816.57
2018,58726.55,763684.12,450897.47,-5359.24,-109196.05,-50409.93
2019,67219.28,873923.04,525781.4,-1850.63,-37667.78,-17637.6
2020,71291.28,926646.0,557501.31,-170.1,-3458.61,-1619.46
2021,74012.41,961794.64,589429.13,952.55,19347.5,9186.89
2022,76118.9,988954.96,617159.81,1821.96,36970.41,17798.7
2023,77610.93,1008126.94,629124.13,2437.34,49410.11,23787.56
2024,78734.19,1022505.93,649559.14,2900.27,58739.88,28666.58
2025,80227.71,1041677.92,661738.37,3517.89,71179.58,34737.48
2026,81968.41,1064045.24,687874.87,4239.36,85692.56,42385.33
2027,83464.57,1083217.22,700269.01,4859.83,98132.26,48538.26
2028,84715.8,1099193.88,722918.85,5378.97,108498.68,54381.25
2029,86334.02,1119963.53,736578.66,6052.59,121975.02,61135.81
2030,87337.31,1132744.85,757682.17,6470.11,130268.15,66151.57
2031,89081.44,1155112.17,785591.66,7198.03,144781.13,74476.24
2032,,,800803.67,,,81941.8
2033,,,830569.82,,,91093.7
2034,,,860873.24,,,100450.69
2035,,,872097.15,,,105919.97
2036,,,903116.93,,,115550.43
