year,annotation,diesel generation efficiency
2002,,14.19
2003,,13.21
2004,,13.42
2005,,13.69
2006,,14.47
2009,,8.39
2010,,10.21
2011,,13.12
2012,,13.72
2013,,12.86
2014,,12.98
2015,,12.66
2016,start of forecast,12.83
2017,,12.83
2018,,12.83
2019,,12.83
2020,,12.83
2021,,12.83
2022,,12.83
2023,,12.83
2024,,12.83
2025,,12.83
2026,,12.83
2027,,12.83
2028,,12.83
2029,,12.83
2030,,12.83
2031,,12.83
2032,,12.83
2033,,12.83
2034,,12.83
2035,,12.83
2036,,12.83
2037,,12.83
2038,,12.83
2039,,12.83
2040,,12.83
