year,Base case cost,Modeled non-residential energy efficiency
2017,520138.404358,708888.256761
2018,654488.066063,826055.808747
2019,836255.255429,985869.942764
2020,923187.389473,1060630.63593
2021,981142.145503,1109455.552
2022,1025925.36607,1146531.5725
2023,1057537.05118,1171856.9395
2024,1081245.81501,1190159.49682
2025,1112857.50012,1215626.24964
2026,1149737.79941,1245890.78045
2027,1181349.48451,1271492.3693
2028,1207692.55544,1292429.45481
2029,1241938.54764,1320524.41358
2030,1263013.00437,1336857.51435
2031,1299893.30367,1367439.88606
