year,Base case diesel consumed,Modeled diesel efficiency
2019,267974.960174,243613.600158
2020,268832.355335,244393.050304
2021,269689.750495,245172.50045
2022,270469.200641,245881.091492
2023,271248.650787,246589.682534
2024,272028.100933,247298.273576
2025,272885.496094,248077.723721
2026,273664.94624,248786.314763
2027,274522.3414,249565.764909
2028,275379.736561,250345.215055
2029,276159.186707,251053.806097
2030,276938.636853,251762.397139
2031,277796.032013,252541.847285
2032,278731.372188,253392.156535
2033,279666.712363,254242.465785
2034,280679.997553,255163.634139
2035,281615.337728,256013.943389
2036,282472.732889,256793.393535
2037,283330.128049,257572.843681
2038,284265.468224,258423.152931
