year,Base case diesel consumed,Modeled non-residential ashp
2017,159766.551917,134716.139604
2018,159766.551917,134716.139604
2019,159766.551917,134716.139604
2020,159766.551917,134716.139604
2021,159766.551917,134716.139604
2022,159766.551917,134716.139604
2023,159766.551917,134716.139604
2024,159766.551917,134716.139604
2025,159766.551917,134716.139604
2026,159766.551917,134716.139604
2027,159766.551917,134716.139604
2028,159766.551917,134716.139604
2029,159766.551917,134716.139604
2030,159766.551917,134716.139604
2031,159766.551917,134716.139604
