year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,42782.24,3391177.0,3391177.0
2004,,42782.24,3575181.0,3575181.0
2005,,42782.24,3475971.0,3475971.0
2006,,42782.24,3360240.0,3360240.0
2007,,42782.24,3297000.0,3297000.0
2008,,42782.24,3287000.0,3287000.0
2009,,42782.24,3545677.0,3545677.0
2010,,42782.24,3380083.0,3380083.0
2011,,42782.24,3350880.0,3350880.0
2012,,42782.24,3615714.0,3615714.0
2013,,42782.24,3469440.0,3469440.0
2014,,42782.24,3481920.0,3481920.0
2015,,42782.24,3442360.0,3442360.0
2016,start of forecast,42782.24,3403000.0,3403000.0
2017,,42782.24,3415000.0,3415000.0
2018,,42782.24,3427000.0,3427000.0
2019,,42782.24,3438000.0,3438000.0
2020,,42782.24,3449000.0,3449000.0
2021,,42782.24,3460000.0,3460000.0
2022,,42782.24,3470000.0,3470000.0
2023,,42782.24,3480000.0,3480000.0
2024,,42782.24,3490000.0,3490000.0
2025,,42782.24,3501000.0,3501000.0
2026,,42782.24,3511000.0,3511000.0
2027,,42782.24,3522000.0,3522000.0
2028,,42782.24,3533000.0,3533000.0
2029,,42782.24,3543000.0,3543000.0
2030,,42782.24,3553000.0,3553000.0
2031,,42782.24,3564000.0,3564000.0
2032,,42782.24,3576000.0,3576000.0
2033,,42782.24,3588000.0,3588000.0
2034,,42782.24,3601000.0,3601000.0
2035,,42782.24,3613000.0,3613000.0
2036,,42782.24,3624000.0,3624000.0
2037,,42782.24,3635000.0,3635000.0
2038,,42782.24,3647000.0,3647000.0
2039,,42782.24,3659000.0,3659000.0
2040,,42782.24,3671000.0,3671000.0
