year,Base case cost,Modeled transmission and interties
2021,1623532.29798,
2022,1674204.35197,
2023,1711578.98647,
2024,1740979.84597,
2025,1779213.43453,
2026,1822608.54196,
2027,1861261.47469,
2028,1894612.58754,
2029,1935875.89881,
2030,1963494.93528,
2031,2008465.31145,
2032,2054250.21303,
2033,2103093.67697,
2034,2152815.58123,
2035,2188151.17415,
2036,2237184.04448,
2037,2272307.62695,
2038,2322448.87539,
2039,2364314.70163,
2040,2420711.81694,
