year,Base case cost,Modeled diesel efficiency
2019,1465823.03215,1662793.16655
2020,1559227.66094,1739966.77544
2021,1623532.29798,1790867.24536
2022,1674204.35197,1829551.6054
2023,1711578.98647,1856320.39784
2024,1740979.84597,1876009.24487
2025,1779213.43453,1903892.82702
2026,1822608.54196,1936629.81371
2027,1861261.47469,1965213.07103
2028,1894612.58754,1989130.14298
2029,1935875.89881,2020390.17235
2030,1963494.93528,2039392.84848
2031,2008465.31145,2074312.56831
2032,2054250.21303,2110112.51052
2033,2103093.67697,2148829.43336
2034,2152815.58123,2188478.20928
2035,2188151.17415,2215178.6677
2036,2237184.04448,2254458.29355
2037,2272307.62695,2281217.2305
2038,2322448.87539,2321749.80026
