year,Base case cost,Modeled biomass for heat (cordwood)
2017,864462.573156,1130669.04393
2018,945433.953156,1190540.49292
2019,1056394.73316,1272586.55265
2020,1113374.59316,1314718.31305
2021,1149361.87316,1341327.84594
2022,1179351.27316,1363502.45667
2023,1197344.91316,1376807.22312
2024,1215338.55316,1390111.98956
2025,1233332.19316,1403416.756
2026,1257323.71316,1421156.44459
2027,1278316.29316,1436678.67211
2028,1296309.93316,1449983.43855
2029,1317302.51316,1465505.66606
2030,1332297.21316,1476592.97143
2031,1356288.73316,1494332.66002
2032,,
2033,,
2034,,
2035,,
2036,,
