year,Base case cost,Modeled water and wastewater efficiency
2017,0.0,19505.0741802
2018,0.0,19505.0741802
2019,0.0,19505.0741802
2020,0.0,19505.0741802
2021,0.0,19505.0741802
2022,0.0,19505.0741802
2023,0.0,19505.0741802
2024,0.0,19505.0741802
2025,0.0,19505.0741802
2026,0.0,19505.0741802
2027,0.0,19505.0741802
2028,0.0,19505.0741802
2029,0.0,19505.0741802
2030,0.0,19505.0741802
2031,0.0,19505.0741802
