year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,29668.5088914,21954.6965797
2018,29668.5088914,21954.6965797
2019,29668.5088914,21954.6965797
2020,29668.5088914,21954.6965797
2021,29668.5088914,21954.6965797
2022,29668.5088914,21954.6965797
2023,29668.5088914,21954.6965797
2024,29668.5088914,21954.6965797
2025,29668.5088914,21954.6965797
2026,29668.5088914,21954.6965797
2027,29668.5088914,21954.6965797
2028,29668.5088914,21954.6965797
2029,29668.5088914,21954.6965797
2030,29668.5088914,21954.6965797
2031,29668.5088914,21954.6965797
