year,Base case cost,Modeled non-residential energy efficiency
2017,336329.091091,292306.104921
2018,346784.378284,301629.175342
2019,361111.994067,314600.788545
2020,368469.418388,321037.339466
2021,373116.212695,324939.156553
2022,376988.541285,328124.431861
2023,379311.938439,329865.530469
2024,381635.335593,331616.966045
2025,383958.732747,333378.49632
2026,387056.595619,335877.265576
2027,389767.225632,338021.971442
2028,392090.622786,339812.388292
2029,394801.252799,341975.676651
2030,396737.417094,343420.550027
2031,399835.279966,345965.25047
