year,Base case cost,Modeled biomass for heat (cordwood)
2017,152960.185872,172469.594428
2018,162873.881291,179946.127421
2019,181989.561291,195859.724386
2020,191805.721291,203873.418311
2021,198005.401291,208819.632058
2022,197662.284149,207385.306391
2023,200678.064149,209626.580217
2024,203693.844149,211875.134562
2025,206709.624149,214130.798791
2026,204861.079568,211374.458136
2027,208281.489568,213971.164347
2028,211213.269568,216163.173929
2029,208484.094987,212623.383554
2030,210857.244987,214346.856157
2031,214654.284987,217268.450275
2032,212003.137845,213747.879555
2033,216148.717845,216952.605361
2034,220294.297845,220163.074486
2035,223058.017845,222229.227641
2036,220298.013264,218545.198146
