year,Base case cost,Modeled non-residential energy efficiency
2017,1702200.48413,1623037.16333
2018,1806478.57355,1707890.82762
2019,1948991.96242,1826129.22705
2020,2018510.6887,1881026.98154
2021,2067173.7971,1917919.48962
2022,2101933.16024,1942848.83704
2023,2129740.65075,1961857.1812
2024,2150596.26863,1974941.61221
2025,2174927.82283,1991166.99371
2026,2206211.24966,2013553.11946
2027,2230542.80385,2030007.00695
2028,2251398.42174,2043548.57813
2029,2282681.84856,2066265.52223
2030,2300061.53013,2076997.33798
2031,2331344.95696,2099922.10691
