year,Base case diesel consumed,Modeled non-residential ashp
2017,23908.1341857,-28058.2464969
2018,23908.1341857,-28058.2464969
2019,23908.1341857,-28058.2464969
2020,23908.1341857,-28058.2464969
2021,23908.1341857,-28058.2464969
2022,23908.1341857,-28058.2464969
2023,23908.1341857,-28058.2464969
2024,23908.1341857,-28058.2464969
2025,23908.1341857,-28058.2464969
2026,23908.1341857,-28058.2464969
2027,23908.1341857,-28058.2464969
2028,23908.1341857,-28058.2464969
2029,23908.1341857,-28058.2464969
2030,23908.1341857,-28058.2464969
2031,23908.1341857,-28058.2464969
