year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,211232.92,2433.45,173221.27,273785.52
2018,212390.54,2446.1,173221.27,275892.63
2019,213003.41,2453.38,173221.27,276946.19
2020,213684.36,2461.2,173221.27,277999.74
2021,214569.61,2470.77,173221.27,280106.85
2022,215318.66,2479.08,173221.27,281160.4
2023,216135.81,2488.4,173221.27,282213.96
2024,216884.86,2496.86,173221.27,284321.07
2025,217702.01,2505.65,173221.27,285374.62
2026,218451.06,2514.01,173221.27,286428.18
2027,219336.31,2524.15,173221.27,288535.29
2028,220357.74,2535.31,173221.27,289588.84
2029,220357.74,2535.9,173221.27,289588.84
2030,220766.32,2540.16,173221.27,290642.4
2031,221651.56,2549.84,173221.27,292749.5
