year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,6208.51,442094.41,1003384.08,81054.56,1260106.08,947775.64
2018,6974.63,494060.79,1093874.12,84491.3,1312417.78,993271.63
2019,8001.26,565081.51,1211599.25,89137.45,1383910.45,1050621.79
2020,8519.0,599725.76,1271808.34,91431.72,1418784.92,1080421.78
2021,8898.05,623976.74,1320663.02,93064.71,1443197.06,1105775.06
2022,9175.87,641298.87,1353746.42,94241.64,1460634.29,1122557.87
2023,9409.45,655156.57,1381396.24,95201.17,1474584.08,1136733.98
2024,9591.24,665549.85,1408769.5,95930.97,1485046.42,1151758.5
2025,9800.41,677675.33,1433965.93,96776.42,1497252.49,1164733.4
2026,10059.36,693265.25,1465038.43,97845.49,1512946.0,1180486.61
2027,10276.62,705390.74,1496013.45,98701.8,1525152.07,1197157.68
2028,10474.2,715784.01,1518851.31,99453.07,1535614.41,1208968.15
2029,10704.84,731373.93,1544914.31,100473.37,1551307.92,1221323.44
2030,10849.83,740034.99,1565066.99,101066.79,1560026.54,1231842.8
2031,11120.66,755624.91,1602760.92,102149.49,1575720.05,1251619.05
