year,Base case cost,Modeled water and wastewater efficiency
2017,86616.6523664,66940.5458109
2018,89601.295856,69010.8211504
2019,93732.4078571,71876.3246714
2020,95674.3381538,73223.2306675
2021,96924.8299828,74090.498276
2022,97941.788045,74795.7369199
2023,98726.5417777,75339.8826303
2024,99277.7217528,75721.9703115
2025,99942.0019729,76182.4955232
2026,100835.293842,76801.8738359
2027,101500.008935,77262.7120507
2028,102049.810246,77643.8406241
2029,102831.067935,78185.5437959
2030,103374.626363,78562.2841791
2031,104149.604746,79099.5749755
