year,Base case diesel consumed,Modeled residential ashp
2017,30280.0877757,2149.51237677
2018,29314.4408081,1183.86540921
2019,29314.4408081,1183.86540921
2020,29314.4408081,1183.86540921
2021,29314.4408081,1183.86540921
2022,29314.4408081,1183.86540921
2023,29314.4408081,1183.86540921
2024,29314.4408081,1183.86540921
2025,28348.7938405,218.218441651
2026,28348.7938405,218.218441651
2027,28348.7938405,218.218441651
2028,28348.7938405,218.218441651
2029,27383.146873,-747.428525909
2030,27383.146873,-747.428525909
2031,27383.146873,-747.428525909
