year,Base case cost,Modeled non-residential energy efficiency
2017,653465.858474,640334.414267
2018,690800.079687,674078.01611
2019,741201.278325,720098.185286
2020,764535.166584,740777.524973
2021,780402.210599,754486.317159
2022,792535.832493,764723.13661
2023,800936.032266,771487.344515
2024,807469.520979,776527.931487
2025,815869.720752,783343.517223
2026,825203.276055,791058.699543
2027,833603.475828,797923.282998
2028,840136.96454,803061.89297
2029,849470.519844,810848.011516
2030,855070.653026,815157.446939
2031,864404.208329,822988.128649
