year,Base case diesel consumed,Modeled diesel efficiency
2019,27695.7606522,25177.9642293
2020,26434.4927859,24031.3570781
2021,25257.3094441,22961.1904037
2022,24080.1261023,21891.0237293
2023,23239.2808581,21126.6189619
2024,22314.3510895,20285.7737178
2025,21305.3367966,19368.4879969
2026,20128.1534547,18298.3213225
2027,18866.8855885,17151.7141714
2028,17521.5331978,15928.6665435
2029,16092.0962828,14629.1784389
2030,14914.9129409,13559.0117645
2031,13737.7295991,12488.8450901
2032,12476.4617329,11342.237939
2033,11299.278391,10272.0712646
2034,10206.1795736,9278.34506693
2035,9197.16528063,8361.05934603
2036,8188.15098764,7443.77362513
2037,7263.22121906,6602.92838097
2038,6338.29145049,5762.08313681
