year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58204.89,398047.51,481617.91,32180.65,255418.35,394845.84
2018,62307.0,426374.3,512094.15,33366.51,264425.78,414694.45
2019,67852.48,464615.46,540259.99,34953.28,276585.81,433764.82
2020,70384.78,482319.71,553299.73,35728.73,282215.46,442593.69
2021,72093.53,494358.59,573167.53,36270.57,286043.62,455005.86
2022,73385.91,503564.8,580080.88,36700.95,288971.03,459662.46
2023,74276.3,509938.33,596092.37,37003.45,290997.7,469405.79
2024,74957.98,514895.52,599886.39,37251.04,292574.0,471948.5
2025,75841.72,521269.04,604764.42,37560.32,294600.68,475217.71
2026,76817.15,528350.74,621675.14,37910.85,296852.53,485500.86
2027,77687.61,534724.27,626645.03,38234.23,298879.21,488815.47
2028,78342.76,539681.46,642164.5,38510.32,300455.51,498124.92
2029,79305.15,546763.16,647788.67,38873.63,302707.36,501858.27
2030,79864.82,551012.17,662980.48,39111.37,304058.48,510910.42
2031,80834.25,558093.87,668706.71,39465.34,306310.34,514694.22
2032,,,687037.22,,,525774.49
2033,,,693448.35,,,529992.17
2034,,,712115.69,,,541238.93
2035,,,716266.94,,,543958.22
2036,,,735230.27,,,555351.29
