year,Base case cost,Modeled diesel efficiency
2019,138755.760867,294414.7802
2020,139045.432054,290734.215
2021,137147.190282,285157.073236
2022,133885.501129,278430.702621
2023,131301.936848,272408.962265
2024,127638.088232,265491.232233
2025,123784.006788,258484.632615
2026,118957.386917,250676.006124
2027,113201.313531,242102.596658
2028,106355.706511,232616.997729
2029,99288.2340646,223006.163599
2030,92919.907622,214105.585326
2031,86959.8283623,205649.059363
2032,80348.4135596,196671.619704
2033,74010.2734613,188012.1521
2034,67973.1559604,179694.2521
2035,61896.9223387,171407.110991
2036,56006.9527555,163354.065488
2037,50188.8586237,155429.608058
2038,44558.1888969,147737.300852
