year,Base case cost,Modeled non-residential energy efficiency
2017,708706.852968,771997.992428
2018,748047.864444,808480.816124
2019,803667.915152,860059.98066
2020,828086.473999,882704.49192
2021,845722.099833,899058.861163
2022,859287.965859,911639.145196
2023,868784.072078,920445.34402
2024,876923.591694,927993.51444
2025,885063.111309,935541.68486
2026,895915.80413,945605.912086
2027,905411.910349,954412.110909
2028,913551.429964,961960.281329
2029,923047.536183,970766.480153
2030,929830.469196,977056.622169
2031,940683.162017,987120.849396
