year,Base case diesel consumed,Modeled residential energy efficiency
2017,56962.6817736,38911.6727162
2018,58205.237585,40154.2285277
2019,59447.7933965,41396.7843391
2020,60690.3492079,42639.3401505
2021,61932.9050193,43881.8959619
2022,63175.4608307,45124.4517733
2023,64418.0166421,46367.0075847
2024,65660.5724535,47609.5633961
2025,66903.1282649,48852.1192075
2026,68145.6840763,50094.6750189
2027,69388.2398877,51337.2308304
2028,69388.2398877,51337.2308304
2029,70630.7956992,52579.7866418
2030,71873.3515106,53822.3424532
2031,73115.907322,55064.8982646
2032,74358.4631334,56307.454076
2033,75601.0189448,57550.0098874
2034,76843.5747562,58792.5656988
2035,76843.5747562,58792.5656988
2036,78086.1305676,60035.1215102
