year,Base case diesel consumed,Modeled non-residential ashp
2017,349135.322838,259167.211515
2018,349135.322838,259167.211515
2019,346810.81705,256842.705726
2020,346810.81705,256842.705726
2021,344486.311262,254518.199938
2022,342161.805473,252193.69415
2023,339837.299685,249869.188361
2024,337512.793897,247544.682573
2025,335188.288108,245220.176785
2026,330539.276532,240571.165208
2027,328214.770743,238246.65942
2028,325890.264955,235922.153631
2029,321241.253378,231273.142055
2030,316592.241802,226624.130478
2031,311943.230225,221975.118901
