year,Base case cost,Modeled non-residential energy efficiency
2017,2276602.52513,2112761.72863
2018,2401835.54106,2226486.69845
2019,2573451.15549,2382332.02746
2020,2661578.09263,2462360.70992
2021,2717237.21082,2512905.14095
2022,2763619.80932,2555025.50015
2023,2791449.36841,2580297.71566
2024,2819278.92751,2605569.93118
2025,2847108.48661,2630842.14669
2026,2884214.5654,2664538.43405
2027,2916682.38435,2694022.68548
2028,2944511.94344,2719294.901
2029,2976979.76239,2748779.15243
2030,3000171.06164,2769839.33203
2031,3037277.14043,2803535.61938
