year,Base case diesel consumed,Modeled residential ashp
2017,349135.322838,98008.5846417
2018,349135.322838,98008.5846417
2019,346810.81705,95684.0788534
2020,346810.81705,95684.0788534
2021,344486.311262,93359.5730651
2022,342161.805473,91035.0672767
2023,339837.299685,88710.5614884
2024,337512.793897,86386.0557001
2025,335188.288108,84061.5499117
2026,330539.276532,79412.5383351
2027,328214.770743,77088.0325467
2028,325890.264955,74763.5267584
2029,321241.253378,70114.5151817
2030,316592.241802,65465.5036051
2031,311943.230225,60816.4920284
