year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32152.46,160299.82,236333.42,56440.22,141352.36,185103.7
2018,34572.28,172342.71,247641.33,58901.43,147483.44,193132.47
2019,38108.97,189943.87,264168.28,62497.49,156444.25,204866.83
2020,39787.15,198281.25,277527.98,64208.91,160688.85,213519.7
2021,40908.48,203839.51,282853.15,65356.86,163518.58,217279.78
2022,41843.88,208471.39,287290.78,66315.99,165876.68,220413.18
2023,42407.43,211250.52,295732.16,66897.9,167291.55,225514.86
2024,42970.73,214029.65,298447.81,67478.95,168706.41,227422.15
2025,43535.47,216808.78,301163.46,68063.91,170121.28,229329.44
2026,44287.63,220514.29,310740.0,68841.27,172007.77,235184.95
2027,44948.71,223756.61,313970.16,69529.43,173658.44,237441.91
2028,45423.21,226072.55,322339.23,70027.18,174837.5,242420.98
2029,46176.15,229778.05,326101.6,70805.95,176723.98,245036.69
2030,46558.27,231630.81,327982.79,71210.76,177667.22,246344.54
2031,47312.43,235336.31,337983.85,71992.42,179553.71,252418.03
2032,48161.72,239505.01,342296.12,72873.82,181676.01,255401.57
2033,48916.66,243210.51,352518.29,73657.04,183562.49,261588.59
2034,49764.93,247379.21,356910.15,74535.05,185684.79,264613.0
2035,50240.4,249695.15,365862.94,75034.01,186863.85,269891.79
2036,51088.57,253863.84,370334.41,75911.26,188986.14,272957.07
2037,51656.1,256642.97,373315.38,76501.5,190401.01,275000.59
2038,52503.22,260811.66,384511.97,77375.52,192523.3,281773.42
2039,53164.04,264053.98,388051.69,78060.32,194173.98,284189.32
2040,54105.28,268685.86,393108.42,79031.03,196532.09,287640.6
