year,annotation,diesel generation efficiency
2002,,12.18
2003,,12.71
2004,,12.54
2005,,12.52
2006,,11.45
2007,,11.93
2008,,12.72
2009,,12.67
2010,,12.6
2011,,12.5
2012,,13.05
2013,,14.09
2014,start of forecast,13.21
2015,,13.21
2016,,13.21
2017,,13.21
2018,,13.21
2019,,13.21
2020,,13.21
2021,,13.21
2022,,13.21
2023,,13.21
2024,,13.21
2025,,13.21
2026,,13.21
2027,,13.21
2028,,13.21
2029,,13.21
2030,,13.21
2031,,13.21
2032,,13.21
2033,,13.21
2034,,13.21
2035,,13.21
2036,,13.21
2037,,13.21
2038,,13.21
2039,,13.21
2040,,13.21
