year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46318.8224506,34275.9286134
2018,46318.8224506,34275.9286134
2019,46318.8224506,34275.9286134
2020,46318.8224506,34275.9286134
2021,46318.8224506,34275.9286134
2022,46318.8224506,34275.9286134
2023,46318.8224506,34275.9286134
2024,46318.8224506,34275.9286134
2025,46318.8224506,34275.9286134
2026,46318.8224506,34275.9286134
2027,46318.8224506,34275.9286134
2028,46318.8224506,34275.9286134
2029,46318.8224506,34275.9286134
2030,46318.8224506,34275.9286134
2031,46318.8224506,34275.9286134
