year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,51163.74,9290.49,46318.82,43491.96
2018,51239.42,9291.64,46318.82,43491.96
2019,51390.79,9293.08,46318.82,43491.96
2020,51466.48,9294.34,46318.82,44376.38
2021,51542.17,9295.71,46318.82,44376.38
2022,51617.85,9297.0,46318.82,44376.38
2023,51693.54,9298.26,46318.82,45260.8
2024,51844.91,9299.43,46318.82,45260.8
2025,51920.6,9300.88,46318.82,45260.8
2026,51996.28,9302.58,46318.82,46145.23
2027,52147.65,9304.63,46318.82,46145.23
2028,52299.03,9306.52,46318.82,47029.65
2029,52450.4,9308.22,46318.82,47029.65
2030,52526.08,9310.18,46318.82,47029.65
2031,52677.46,9312.02,46318.82,47914.08
2032,52828.83,9314.19,46318.82,47914.08
2033,52980.2,9316.05,46318.82,48798.5
2034,53055.89,9317.89,46318.82,48798.5
2035,53207.26,9319.67,46318.82,49682.93
2036,53358.63,9321.38,46318.82,49682.93
2037,53434.32,9322.87,46318.82,49682.93
2038,53510.0,9324.3,46318.82,50567.35
2039,53661.37,9325.73,46318.82,50567.35
2040,53737.06,9327.22,46318.82,50567.35
