year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,718107
2004,,0,0,0,0,0,712264
2005,,0,0,0,0,0,726231
2006,,0,0,0,0,0,645533
2007,,0,0,0,0,0,633466
2008,,0,0,0,0,0,635423
2009,,0,0,0,0,0,664545
2010,,0,0,0,0,0,664871
2011,,0,0,0,0,0,654940
2012,,0,0,0,0,0,667498
2013,,0,0,0,0,0,618554
2014,start of forecast,0,0,0,0,0,674000
2015,,0,0,0,0,0,675000
2016,,0,0,0,0,0,675000
2017,,0,0,0,0,0,676000
2018,,0,0,0,0,0,677000
2019,,0,0,0,0,0,679000
2020,,0,0,0,0,0,680000
2021,,0,0,0,0,0,681000
2022,,0,0,0,0,0,682000
2023,,0,0,0,0,0,683000
2024,,0,0,0,0,0,685000
2025,,0,0,0,0,0,686000
2026,,0,0,0,0,0,687000
2027,,0,0,0,0,0,689000
2028,,0,0,0,0,0,691000
2029,,0,0,0,0,0,693000
2030,,0,0,0,0,0,694000
2031,,0,0,0,0,0,696000
2032,,0,0,0,0,0,698000
2033,,0,0,0,0,0,700000
2034,,0,0,0,0,0,701000
2035,,0,0,0,0,0,703000
2036,,0,0,0,0,0,705000
2037,,0,0,0,0,0,706000
2038,,0,0,0,0,0,707000
2039,,0,0,0,0,0,709000
2040,,0,0,0,0,0,710000
