year,Base case cost,Modeled diesel efficiency
2019,131046.526038,292120.621853
2020,140503.491835,296663.470911
2021,146895.1746,298514.723864
2022,152272.664955,299536.781402
2023,155597.550969,298783.457724
2024,159163.875326,298338.122195
2025,162511.46714,297780.363499
2026,166908.066925,298260.64742
2027,171044.306867,298586.661447
2028,174155.758359,298061.538794
2029,178855.859007,299059.245315
2030,181214.991651,298005.559575
2031,185951.421579,299188.014537
2032,191240.359313,300945.953782
2033,196026.742002,302318.513549
2034,201081.809994,304005.145903
2035,204315.872807,304104.495958
2036,209699.418042,306224.500011
2037,213202.923018,306700.395192
2038,218320.81039,308707.405474
