year,Base case diesel consumed,Modeled diesel efficiency
2019,51390.7945249,46718.9041135
2020,51466.4805257,46787.7095688
2021,51542.1665264,46856.515024
2022,51617.8525272,46925.3204793
2023,51693.538528,46994.1259345
2024,51844.9105295,47131.736845
2025,51920.5965303,47200.5423003
2026,51996.2825311,47269.3477555
2027,52147.6545326,47406.958666
2028,52299.0265342,47544.5695765
2029,52450.3985357,47682.180487
2030,52526.0845365,47750.9859423
2031,52677.456538,47888.5968528
2032,52828.8285396,48026.2077633
2033,52980.2005411,48163.8186738
2034,53055.8865419,48232.624129
2035,53207.2585435,48370.2350395
2036,53358.630545,48507.84595
2037,53434.3165458,48576.6514052
2038,53510.0025465,48645.4568605
