year,Base case cost,Modeled water and wastewater efficiency
2017,88592.6851426,73872.5503092
2018,93473.7114727,77041.8864511
2019,100606.463481,81794.1755089
2020,103996.062333,83930.6605819
2021,106265.339447,85288.1661299
2022,108159.867176,86388.6466976
2023,109305.332099,86969.8322397
2024,110449.678767,87555.3971561
2025,111599.377114,88149.902806
2026,113128.899794,89015.4871378
2027,114478.143097,89759.8057502
2028,115450.393036,90244.7601864
2029,116982.093742,91126.0714183
2030,117769.028276,91490.3936261
2031,119304.84699,92383.5734091
