year,Base case cost,Modeled biomass for heat (cordwood)
2017,342967.967247,367877.380831
2018,368741.668832,389813.39223
2019,406404.909624,422206.936574
2020,428032.130716,440994.472146
2021,440039.6123,450902.103278
2022,450043.213092,459062.522066
2023,460083.594977,467757.432629
2024,466140.895769,472483.823137
2025,472202.997353,477229.234207
2026,484491.539237,487973.571979
2027,491624.890822,493696.980517
2028,501042.603498,501959.39343
2029,509260.04429,508672.367122
2030,513376.325875,511779.611479
2031,526090.627759,523014.409634
2032,535420.019343,530755.642054
2033,548361.23202,542241.157928
2034,557770.973604,550085.989302
2035,567769.015488,559013.138569
2036,577253.47628,566954.861074
