year,Base case cost,Modeled non-residential energy efficiency
2017,355966.651412,392905.407231
2018,381198.328881,414970.311893
2019,415801.772266,445808.259122
2020,432382.588888,459874.365152
2021,443196.164946,468595.460323
2022,451126.120722,474659.62902
2023,456893.361286,478738.335659
2024,461939.696779,482175.274835
2025,467706.937344,486314.158283
2026,474195.082978,491154.289165
2027,479962.323543,495350.561683
2028,484287.753966,498230.098661
2029,490775.8996,503153.314308
2030,494380.424953,505414.086387
2031,501589.475658,511061.709739
