year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,225772
2004,,0,0,0,0,0,219306
2005,,0,0,0,0,0,219052
2006,,0,0,0,0,0,224301
2007,,0,0,0,0,0,217246
2008,,0,0,0,0,0,245251
2009,,0,0,0,0,0,271957
2010,,0,0,0,0,0,320422
2011,,0,0,0,0,0,307323
2012,,0,0,0,0,0,352271
2013,,0,0,0,0,0,340384
2014,start of forecast,0,0,0,0,0,328000
2015,,0,0,0,0,0,328000
2016,,0,0,0,0,0,329000
2017,,0,0,0,0,0,329000
2018,,0,0,0,0,0,330000
2019,,0,0,0,0,0,331000
2020,,0,0,0,0,0,332000
2021,,0,0,0,0,0,333000
2022,,0,0,0,0,0,333000
2023,,0,0,0,0,0,333000
2024,,0,0,0,0,0,333000
2025,,0,0,0,0,0,334000
2026,,0,0,0,0,0,334000
2027,,0,0,0,0,0,335000
2028,,0,0,0,0,0,335000
2029,,0,0,0,0,0,337000
2030,,0,0,0,0,0,338000
2031,,0,0,0,0,0,339000
2032,,0,0,0,0,0,339000
2033,,0,0,0,0,0,339000
2034,,0,0,0,0,0,339000
2035,,0,0,0,0,0,339000
2036,,0,0,0,0,0,340000
2037,,0,0,0,0,0,341000
2038,,0,0,0,0,0,342000
2039,,0,0,0,0,0,342000
2040,,0,0,0,0,0,342000
