year,Base case cost,Modeled biomass for heat (cordwood)
2017,295209.248392,336172.446512
2018,316577.098392,351973.874661
2019,345881.578392,373920.609175
2020,359923.308392,384096.984315
2021,369080.958392,390517.356044
2022,375796.568392,395067.177026
2023,380680.648392,398217.544184
2024,384954.218392,400911.017603
2025,389838.298392,404090.165567
2026,395332.888392,407754.654799
2027,400216.968392,410961.250277
2028,403880.028392,413238.179395
2029,414262.893717,421830.680963
2030,417351.893717,423698.167796
2031,423529.893717,427971.712188
2032,429707.893717,432257.30119
2033,435268.093717,436075.907732
2034,441446.093717,440384.745687
2035,445770.693717,443268.566727
2036,451948.693717,447599.576606
