year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,61051.0,47145.4776239
2018,61051.0,47145.4776239
2019,61051.0,47145.4776239
2020,61051.0,47145.4776239
2021,61051.0,47145.4776239
2022,61051.0,47145.4776239
2023,61051.0,47145.4776239
2024,61051.0,47145.4776239
2025,61051.0,47145.4776239
2026,61051.0,47145.4776239
2027,61051.0,47145.4776239
2028,61051.0,47145.4776239
2029,61780.0,47874.4776239
2030,61780.0,47874.4776239
2031,61780.0,47874.4776239
2032,61780.0,47874.4776239
2033,61780.0,47874.4776239
2034,61780.0,47874.4776239
2035,61780.0,47874.4776239
2036,61780.0,47874.4776239
