year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,258032.59,41980.93,0.0,97934.06,69227.5
2018,0.0,276709.52,44671.64,0.0,104488.81,73860.92
2019,0.0,302323.59,48361.75,0.0,113478.18,80215.31
2020,0.0,314597.0,50129.93,0.0,117785.59,83260.13
2021,0.0,322601.4,51283.09,0.0,120594.77,85245.88
2022,0.0,328471.29,52128.74,0.0,122654.83,86702.09
2023,0.0,332740.3,52743.76,0.0,124153.06,87761.16
2024,0.0,336475.69,53281.9,0.0,125464.01,88687.84
2025,0.0,340744.7,53896.92,0.0,126962.24,89746.91
2026,0.0,345547.34,54588.82,0.0,128647.75,90938.36
2027,0.0,349816.35,55203.84,0.0,130145.98,91997.42
2028,0.0,353018.11,55665.1,0.0,131269.65,92791.72
2029,0.0,357820.74,61705.55,0.0,132955.15,99511.59
2030,0.0,360488.88,62126.42,0.0,133891.55,100212.45
2031,0.0,365825.14,62968.15,0.0,135764.33,101614.15
2032,0.0,371161.41,63809.89,0.0,137637.12,103015.86
2033,0.0,375964.05,64567.45,0.0,139322.63,104277.39
2034,0.0,381300.31,65409.18,0.0,141195.41,105679.09
2035,0.0,385035.7,65998.4,0.0,142506.36,106660.29
2036,0.0,390371.96,66840.13,0.0,144379.15,108061.99
2037,0.0,393573.72,67345.17,0.0,145502.82,108903.02
2038,0.0,398909.99,68186.91,0.0,147375.6,110304.72
2039,0.0,403179.0,68860.29,0.0,148873.83,111426.08
2040,0.0,409048.89,69786.2,0.0,150933.9,112967.96
