year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,53362.6495655,39488.3606784
2018,53362.6495655,39488.3606784
2019,53362.6495655,39488.3606784
2020,53362.6495655,39488.3606784
2021,53362.6495655,39488.3606784
2022,53362.6495655,39488.3606784
2023,53362.6495655,39488.3606784
2024,53362.6495655,39488.3606784
2025,53362.6495655,39488.3606784
2026,53362.6495655,39488.3606784
2027,53362.6495655,39488.3606784
2028,53362.6495655,39488.3606784
2029,53362.6495655,39488.3606784
2030,53362.6495655,39488.3606784
2031,53362.6495655,39488.3606784
