year,annotation,Electricity price ($/kwh)
2002,,0.41
2003,,0.42
2004,,0.45
2005,,0.47
2006,,0.56
2007,,0.61
2008,,0.68
2009,,0.65
2010,,0.64
2011,,0.68
2012,,0.69
2013,,0.69
2016,start of forecast,0.51
2017,,0.56
2018,,0.59
2019,,0.63
2020,,0.64
2021,,0.66
2022,,0.67
2023,,0.67
2024,,0.68
2025,,0.68
2026,,0.69
2027,,0.7
2028,,0.7
2029,,0.71
2030,,0.71
2031,,0.72
2032,,0.73
2033,,0.74
2034,,0.74
2035,,0.75
2036,,0.76
2037,,0.76
2038,,0.77
2039,,0.78
2040,,0.78
