year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,60935.47,0.0,27715.45,42628.69
2018,60935.47,0.0,27715.45,42628.69
2019,60935.47,0.0,27715.45,43702.79
2020,60935.47,0.0,27715.45,43702.79
2021,61018.6,0.0,27715.45,43702.79
2022,60935.47,0.0,27715.45,43702.79
2023,60935.47,0.0,27715.45,43702.79
2024,60935.47,0.0,27715.45,43702.79
2025,60935.47,0.0,27715.45,43702.79
2026,61018.6,0.0,27715.45,43702.79
2027,61018.6,0.0,27715.45,43702.79
2028,61018.6,0.0,27715.45,43702.79
2029,61101.73,0.0,27715.45,44776.88
2030,61184.86,0.0,27715.45,44776.88
2031,61268.0,0.0,27715.45,44776.88
