year,Base case diesel consumed,Modeled residential ashp
2017,6738.43366135,-35890.2585734
2018,6738.43366135,-35890.2585734
2019,6908.21868728,-35720.4735475
2020,6908.21868728,-35720.4735475
2021,6908.21868728,-35720.4735475
2022,6908.21868728,-35720.4735475
2023,6908.21868728,-35720.4735475
2024,6908.21868728,-35720.4735475
2025,6908.21868728,-35720.4735475
2026,6908.21868728,-35720.4735475
2027,6908.21868728,-35720.4735475
2028,6908.21868728,-35720.4735475
2029,7078.00371321,-35550.6885216
2030,7078.00371321,-35550.6885216
2031,7078.00371321,-35550.6885216
