year,Base case cost,Modeled residential energy efficiency
2017,746734.086096,785133.922784
2018,796197.858029,830864.208732
2019,866221.673089,895495.210705
2020,896159.571573,922944.118534
2021,923719.405299,948706.347897
2022,944826.854074,968569.301344
2023,956625.300113,979399.806572
2024,972921.304811,994866.147719
2025,989350.963762,1010466.14312
2026,1003013.10776,1023022.06905
2027,1021384.42966,1040425.45013
2028,1038181.6378,1056392.99473
2029,1052021.98748,1069127.12633
2030,1058942.16231,1075494.19213
2031,1081230.22365,1096537.75815
2032,1101966.44696,1116167.76338
2033,1124644.33321,1137601.1543
2034,1154529.95301,1166242.27878
2035,1172318.4302,1183201.09242
2036,1195664.58771,1205302.7546
