year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,13748.77,130041.91,298927.67,26444.18,335258.6,447806.42
2018,15319.37,144724.7,325738.4,27657.19,350205.54,470459.46
2019,17575.89,165933.19,363904.5,29382.21,371795.58,502317.17
2020,18626.44,175721.72,380379.61,30192.7,381760.21,515779.96
2021,19393.97,182791.22,395230.51,30791.68,388956.88,528488.9
2022,19929.51,187685.48,406544.26,31212.42,393939.2,538282.6
2023,20352.57,191492.13,413047.68,31549.63,397814.33,543577.62
2024,20716.63,194754.98,421725.79,31840.47,401135.88,551195.52
2025,21081.8,198017.82,430486.56,32132.62,404457.42,558864.41
2026,21562.15,202368.28,438029.25,32511.21,408886.14,564983.86
2027,21988.77,206174.93,447877.51,32851.79,412761.28,573506.92
2028,22359.82,209437.77,456865.59,33151.46,416082.82,581316.05
2029,22822.14,213788.23,464518.49,33501.08,420511.55,587503.49
2030,23059.96,215963.46,468344.95,33685.96,422725.91,590597.21
2031,23600.34,220857.73,480388.85,34109.54,427708.22,600841.37
2032,,,491586.35,,,610380.1
2033,,,503871.34,,,620772.99
2034,,,519893.79,,,634636.16
2035,,,529494.93,,,642823.5
2036,,,542193.21,,,653471.38
