year,annotation,line losses
2002,,0.13
2003,,0.13
2004,,0.13
2005,,0.14
2006,,0.14
2007,,0.14
2008,,0.12
2009,,0.12
2010,,0.1
2011,,0.11
2012,,0.12
2013,,0.13
2016,start of forecast,0.12
2017,,0.12
2018,,0.12
2019,,0.12
2020,,0.12
2021,,0.12
2022,,0.12
2023,,0.12
2024,,0.12
2025,,0.12
2026,,0.12
2027,,0.12
2028,,0.12
2029,,0.12
2030,,0.12
2031,,0.12
2032,,0.12
2033,,0.12
2034,,0.12
2035,,0.12
2036,,0.12
2037,,0.12
2038,,0.12
2039,,0.12
2040,,0.12
