year,Base case cost,Modeled non-residential energy efficiency
2017,465300.503731,464765.135045
2018,494930.246917,490508.672365
2019,537728.764851,527693.781828
2020,557481.926975,544856.140042
2021,571748.09962,557251.176529
2022,581624.680682,565832.355636
2023,589306.465953,572506.606052
2024,595890.853327,578227.392124
2025,602475.240702,583948.178195
2026,611254.423868,591575.892957
2027,618936.209138,598250.143373
2028,625520.596513,603970.929444
2029,634299.779679,611598.644206
2030,638689.371262,615412.501587
2031,648565.952324,623993.680693
