year,Base case cost,Modeled wind power
2019,368422.704103,685282.635426
2020,394226.380872,707333.039865
2021,413008.981449,723404.94376
2022,426165.088607,734684.414753
2023,436512.198673,743571.918913
2024,445238.079706,751046.70917
2025,454199.106234,758756.644922
2026,466018.708724,768908.126376
2027,476438.770555,777868.582301
2028,485455.042109,785633.763079
2029,496844.016704,795354.616639
2030,502788.523158,800465.062575
2031,515863.887586,811663.790838
2032,528312.433449,822444.215666
2033,542237.013084,834492.159136
2034,556212.588128,846591.098016
2035,565650.988343,854778.407454
2036,579713.680544,866964.46349
2037,587773.079916,873981.287215
2038,603067.452889,887190.508894
