year,Base case cost,Modeled residential energy efficiency
2017,1074745.67069,1033592.22954
2018,1139873.16582,1085060.92557
2019,1216142.2044,1143777.41609
2020,1266769.04118,1184499.76565
2021,1298344.62767,1208244.0458
2022,1336595.83242,1239540.99197
2023,1367304.95793,1264967.13744
2024,1387877.9941,1280334.36533
2025,1421202.4755,1308130.33784
2026,1457002.55695,1338077.44344
2027,1491103.45972,1366795.30584
2028,1523412.01324,1394189.06997
2029,1547314.71297,1412847.45891
2030,1577986.20151,1439137.69985
2031,1615634.16582,1471275.59256
2032,1667198.2074,1516995.33389
2033,1694539.26967,1538952.49841
2034,1735858.52293,1574550.66803
2035,1768207.08163,1602829.84872
2036,1810395.92682,1639415.11882
