year,Base case diesel consumed,Modeled non-residential ashp
2017,213290.087444,149303.061275
2018,213290.087444,149303.061275
2019,213290.087444,149303.061275
2020,213290.087444,149303.061275
2021,213290.087444,149303.061275
2022,213290.087444,149303.061275
2023,213290.087444,149303.061275
2024,213290.087444,149303.061275
2025,213290.087444,149303.061275
2026,213290.087444,149303.061275
2027,213290.087444,149303.061275
2028,213290.087444,149303.061275
2029,213290.087444,149303.061275
2030,213290.087444,149303.061275
2031,213290.087444,149303.061275
