year,population
2003,478.0
2004,502.0
2005,484.0
2006,507.0
2007,497.0
2008,488.0
2009,483.0
2010,496.0
2011,500.0
2012,507.0
2013,513.0
2014,519.0
2015,526.0
2016,532.0
2017,539.0
2018,546.0
2019,554.0
2020,559.0
2021,566.0
2022,572.0
2023,580.0
2024,586.0
2025,592.0
2026,600.0
2027,607.0
2028,614.0
2029,621.0
2030,627.0
2031,634.0
2032,646.0
2033,653.0
2034,660.0
2035,667.0
2036,674.0
2037,682.0
2038,693.0
2039,701.0
2040,708.0
