year,Base case cost,Modeled non-residential energy efficiency
2017,1244182.1035,1358847.08142
2018,1307649.50082,1415049.25082
2019,1396503.85707,1495691.91224
2020,1437122.99136,1530209.64886
2021,1465048.64618,1552664.81415
2022,1487896.90921,1570354.59137
2023,1500590.38868,1578410.20782
2024,1513283.86814,1586562.1617
2025,1528516.0435,1597241.39764
2026,1546286.91475,1610445.71067
2027,1561519.09011,1621306.54235
2028,1574212.56957,1629821.78983
2029,1589444.74493,1640855.80468
2030,1599599.5285,1647106.97379
2031,1617370.39975,1660739.35157
