year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,213290.087444,157716.224709
2018,213290.087444,157716.224709
2019,213290.087444,157716.224709
2020,213290.087444,157716.224709
2021,213290.087444,157716.224709
2022,213290.087444,157716.224709
2023,213290.087444,157716.224709
2024,213290.087444,157716.224709
2025,213290.087444,157716.224709
2026,213290.087444,157716.224709
2027,213290.087444,157716.224709
2028,213290.087444,157716.224709
2029,213290.087444,157716.224709
2030,213290.087444,157716.224709
2031,213290.087444,157716.224709
