year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,189233.4,8003.14,213290.09,138291.61
2018,190895.81,8098.66,213290.09,140675.7
2019,192399.49,8203.26,213290.09,141867.75
2020,194537.46,8279.45,213290.09,144251.84
2021,196237.06,8368.75,213290.09,145443.89
2022,197857.84,8450.56,213290.09,147827.98
2023,200293.05,8561.54,213290.09,150212.07
2024,201892.29,8640.94,213290.09,151404.12
2025,203594.92,8723.9,213290.09,153788.21
2026,206077.43,8841.97,213290.09,156172.3
2027,207845.92,8928.25,213290.09,158556.4
2028,210035.71,9032.7,213290.09,160940.49
2029,211817.75,9119.43,213290.09,162132.53
2030,213662.77,9209.92,213290.09,164516.63
2031,215578.92,9302.23,213290.09,166900.72
2032,219068.68,,,170476.86
2033,221052.34,,,171668.9
2034,223036.61,,,174053.0
2035,225020.77,,,176437.09
2036,227073.22,,,178821.18
