year,Base case cost,Modeled non-residential energy efficiency
2017,797244.087409,727895.886057
2018,838400.868812,763017.810405
2019,894800.902586,811798.418136
2020,923763.082091,836100.899498
2021,942054.984937,850906.329902
2022,957298.237308,863023.826525
2023,966444.188731,869728.551271
2024,975590.140154,876467.66471
2025,984736.091576,883240.360946
2026,996930.693473,892769.845955
2027,1007600.97013,900969.361475
2028,1016746.92156,907838.156818
2029,1027417.19822,916099.492137
2030,1035038.8244,921666.661864
2031,1047233.4263,931348.949618
