year,Base case cost,Modeled residential energy efficiency
2017,475552.360138,472014.785069
2018,496636.085124,489994.959887
2019,527173.366786,516566.541871
2020,538088.090774,525114.913035
2021,550330.563868,535622.814906
2022,551365.963178,535115.417923
2023,548116.400605,530690.310563
2024,544662.700513,526076.253041
2025,541004.862901,521272.889443
2026,539013.185354,517974.319967
2027,535831.187117,513587.499051
2028,531509.902569,508163.129543
2029,527868.594914,503344.301187
2030,522254.920917,496742.129214
2031,519021.406796,492269.206677
