year,Base case diesel consumed,Modeled residential ashp
2017,12501.770661,-52659.809516
2018,12277.301493,-52884.2786839
2019,12052.832325,-53108.7478519
2020,11828.363157,-53333.2170199
2021,11828.363157,-53333.2170199
2022,11603.8939891,-53557.6861879
2023,11379.4248211,-53782.1553559
2024,11154.9556531,-54006.6245239
2025,10930.4864851,-54231.0936919
2026,10706.0173171,-54455.5628599
2027,10481.5481491,-54680.0320278
2028,10257.0789811,-54904.5011958
2029,10032.6098132,-55128.9703638
2030,9808.14064516,-55353.4395318
2031,9583.67147718,-55577.9086998
