year,Base case cost,Modeled diesel efficiency
2019,271500.402345,477410.903214
2020,293430.78445,491943.105883
2021,310335.453989,502033.14711
2022,324374.373185,509641.660131
2023,336229.107844,515385.351032
2024,346663.078489,519955.407189
2025,358343.245436,525773.573107
2026,371307.195034,532871.318098
2027,383065.040437,538982.471841
2028,393854.828525,544320.865566
2029,406817.942871,551739.787912
2030,417659.516595,557332.358703
2031,432415.917443,566583.786773
2032,445569.469293,574475.661026
2033,459430.479768,583105.973988
2034,473771.760266,592265.957164
2035,484652.590845,598370.956706
2036,500858.154282,609405.372431
2037,511468.363144,615439.772068
2038,527677.267589,626648.533518
