year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,18442.44,668735.0,668735.0
2004,,18442.44,719047.0,719047.0
2005,,18442.44,937962.0,937962.0
2006,,18442.44,1038583.0,1038583.0
2007,,18442.44,1094928.0,1094928.0
2008,,18442.44,1129396.0,1129396.0
2009,,18442.44,1351920.0,1351920.0
2010,,18442.44,1319078.0,1319078.0
2011,,18442.44,1528992.0,1528992.0
2012,,18442.44,1372032.0,1372032.0
2013,,18442.44,1349438.0,1349438.0
2014,,18442.44,1226600.0,1226600.0
2015,,18442.44,1350540.0,1350540.0
2016,start of forecast,18442.44,1182000.0,1182000.0
2017,,18442.44,1194000.0,1194000.0
2018,,18442.44,1207000.0,1207000.0
2019,,18442.44,1222000.0,1222000.0
2020,,18442.44,1237000.0,1237000.0
2021,,18442.44,1251000.0,1251000.0
2022,,18442.44,1265000.0,1265000.0
2023,,18442.44,1282000.0,1282000.0
2024,,18442.44,1297000.0,1297000.0
2025,,18442.44,1312000.0,1312000.0
2026,,18442.44,1327000.0,1327000.0
2027,,18442.44,1341000.0,1341000.0
2028,,18442.44,1355000.0,1355000.0
2029,,18442.44,1372000.0,1372000.0
2030,,18442.44,1389000.0,1389000.0
2031,,18442.44,1403000.0,1403000.0
2032,,18442.44,1415000.0,1415000.0
2033,,18442.44,1425000.0,1425000.0
2034,,18442.44,1436000.0,1436000.0
2035,,18442.44,1447000.0,1447000.0
2036,,18442.44,1459000.0,1459000.0
2037,,18442.44,1472000.0,1472000.0
2038,,18442.44,1483000.0,1483000.0
2039,,18442.44,1493000.0,1493000.0
2040,,18442.44,1502000.0,1502000.0
